"lsoa11cd","CAUTH18NM","lsoa11nm","GRP_CD","GRP_LABEL"
"E01011764","West Yorkshire","Wakefield 004E",10,"e-Withdrawn"
"E01011765","West Yorkshire","Wakefield 032A",7,"Passive and Uncommitted Users"
"E01011766","West Yorkshire","Wakefield 032B",6,"e-Mainstream"
"E01011767","West Yorkshire","Wakefield 034A",5,"e-Rational Utilitarians"
"E01011768","West Yorkshire","Wakefield 034B",5,"e-Rational Utilitarians"
"E01011769","West Yorkshire","Wakefield 034C",5,"e-Rational Utilitarians"
"E01011770","West Yorkshire","Wakefield 034D",8,"Digital Seniors"
"E01011771","West Yorkshire","Wakefield 040A",10,"e-Withdrawn"
"E01011772","West Yorkshire","Wakefield 040B",7,"Passive and Uncommitted Users"
"E01011773","West Yorkshire","Wakefield 032C",5,"e-Rational Utilitarians"
"E01011774","West Yorkshire","Wakefield 032D",8,"Digital Seniors"
"E01011775","West Yorkshire","Wakefield 024A",6,"e-Mainstream"
"E01011776","West Yorkshire","Wakefield 024B",7,"Passive and Uncommitted Users"
"E01011777","West Yorkshire","Wakefield 024C",7,"Passive and Uncommitted Users"
"E01011778","West Yorkshire","Wakefield 024D",7,"Passive and Uncommitted Users"
"E01011779","West Yorkshire","Wakefield 027A",7,"Passive and Uncommitted Users"
"E01011780","West Yorkshire","Wakefield 027B",10,"e-Withdrawn"
"E01011781","West Yorkshire","Wakefield 027C",7,"Passive and Uncommitted Users"
"E01011782","West Yorkshire","Wakefield 027D",7,"Passive and Uncommitted Users"
"E01011783","West Yorkshire","Wakefield 027E",7,"Passive and Uncommitted Users"
"E01011784","West Yorkshire","Wakefield 040C",8,"Digital Seniors"
"E01011785","West Yorkshire","Wakefield 039A",7,"Passive and Uncommitted Users"
"E01011786","West Yorkshire","Wakefield 040D",7,"Passive and Uncommitted Users"
"E01011787","West Yorkshire","Wakefield 042A",7,"Passive and Uncommitted Users"
"E01011788","West Yorkshire","Wakefield 042B",8,"Digital Seniors"
"E01011789","West Yorkshire","Wakefield 039B",10,"e-Withdrawn"
"E01011790","West Yorkshire","Wakefield 042C",7,"Passive and Uncommitted Users"
"E01011791","West Yorkshire","Wakefield 039C",10,"e-Withdrawn"
"E01011792","West Yorkshire","Wakefield 039D",10,"e-Withdrawn"
"E01011793","West Yorkshire","Wakefield 029A",9,"Settled Offline Communities"
"E01011794","West Yorkshire","Wakefield 029B",7,"Passive and Uncommitted Users"
"E01011795","West Yorkshire","Wakefield 029C",7,"Passive and Uncommitted Users"
"E01011796","West Yorkshire","Wakefield 029D",6,"e-Mainstream"
"E01011797","West Yorkshire","Wakefield 031A",5,"e-Rational Utilitarians"
"E01011798","West Yorkshire","Wakefield 031B",5,"e-Rational Utilitarians"
"E01011799","West Yorkshire","Wakefield 029E",7,"Passive and Uncommitted Users"
"E01011800","West Yorkshire","Wakefield 029F",6,"e-Mainstream"
"E01011801","West Yorkshire","Wakefield 031C",7,"Passive and Uncommitted Users"
"E01011802","West Yorkshire","Wakefield 031D",8,"Digital Seniors"
"E01011803","West Yorkshire","Wakefield 011A",10,"e-Withdrawn"
"E01011804","West Yorkshire","Wakefield 011B",7,"Passive and Uncommitted Users"
"E01011805","West Yorkshire","Wakefield 010A",10,"e-Withdrawn"
"E01011806","West Yorkshire","Wakefield 011C",7,"Passive and Uncommitted Users"
"E01011807","West Yorkshire","Wakefield 010B",7,"Passive and Uncommitted Users"
"E01011808","West Yorkshire","Wakefield 010C",7,"Passive and Uncommitted Users"
"E01011809","West Yorkshire","Wakefield 011D",10,"e-Withdrawn"
"E01011810","West Yorkshire","Wakefield 010D",7,"Passive and Uncommitted Users"
"E01011811","West Yorkshire","Wakefield 011E",10,"e-Withdrawn"
"E01011812","West Yorkshire","Wakefield 013B",3,"e-Veterans"
"E01011813","West Yorkshire","Wakefield 016A",10,"e-Withdrawn"
"E01011814","West Yorkshire","Wakefield 016B",7,"Passive and Uncommitted Users"
"E01011815","West Yorkshire","Wakefield 016C",7,"Passive and Uncommitted Users"
"E01011816","West Yorkshire","Wakefield 016D",10,"e-Withdrawn"
"E01011817","West Yorkshire","Wakefield 024E",7,"Passive and Uncommitted Users"
"E01011818","West Yorkshire","Wakefield 024F",8,"Digital Seniors"
"E01011819","West Yorkshire","Wakefield 016E",6,"e-Mainstream"
"E01011820","West Yorkshire","Wakefield 013C",7,"Passive and Uncommitted Users"
"E01011821","West Yorkshire","Wakefield 013D",7,"Passive and Uncommitted Users"
"E01011822","West Yorkshire","Wakefield 016F",7,"Passive and Uncommitted Users"
"E01011823","West Yorkshire","Wakefield 021A",8,"Digital Seniors"
"E01011824","West Yorkshire","Wakefield 021B",7,"Passive and Uncommitted Users"
"E01011825","West Yorkshire","Wakefield 021C",6,"e-Mainstream"
"E01011826","West Yorkshire","Wakefield 021D",8,"Digital Seniors"
"E01011827","West Yorkshire","Wakefield 021E",9,"Settled Offline Communities"
"E01011828","West Yorkshire","Wakefield 021F",8,"Digital Seniors"
"E01011829","West Yorkshire","Wakefield 025A",6,"e-Mainstream"
"E01011830","West Yorkshire","Wakefield 025B",7,"Passive and Uncommitted Users"
"E01011831","West Yorkshire","Wakefield 025C",7,"Passive and Uncommitted Users"
"E01011832","West Yorkshire","Wakefield 025D",7,"Passive and Uncommitted Users"
"E01011833","West Yorkshire","Wakefield 025E",8,"Digital Seniors"
"E01011834","West Yorkshire","Wakefield 015A",7,"Passive and Uncommitted Users"
"E01011835","West Yorkshire","Wakefield 012A",8,"Digital Seniors"
"E01011836","West Yorkshire","Wakefield 012B",6,"e-Mainstream"
"E01011837","West Yorkshire","Wakefield 015B",7,"Passive and Uncommitted Users"
"E01011838","West Yorkshire","Wakefield 015C",7,"Passive and Uncommitted Users"
"E01011839","West Yorkshire","Wakefield 012C",7,"Passive and Uncommitted Users"
"E01011840","West Yorkshire","Wakefield 018A",7,"Passive and Uncommitted Users"
"E01011841","West Yorkshire","Wakefield 015D",9,"Settled Offline Communities"
"E01011842","West Yorkshire","Wakefield 015E",10,"e-Withdrawn"
"E01011843","West Yorkshire","Wakefield 012D",7,"Passive and Uncommitted Users"
"E01011844","West Yorkshire","Wakefield 012E",3,"e-Veterans"
"E01011845","West Yorkshire","Wakefield 023A",9,"Settled Offline Communities"
"E01011846","West Yorkshire","Wakefield 023B",5,"e-Rational Utilitarians"
"E01011847","West Yorkshire","Wakefield 023C",5,"e-Rational Utilitarians"
"E01011848","West Yorkshire","Wakefield 023D",5,"e-Rational Utilitarians"
"E01011849","West Yorkshire","Wakefield 034E",8,"Digital Seniors"
"E01011850","West Yorkshire","Wakefield 018B",10,"e-Withdrawn"
"E01011851","West Yorkshire","Wakefield 023E",7,"Passive and Uncommitted Users"
"E01011852","West Yorkshire","Wakefield 018C",7,"Passive and Uncommitted Users"
"E01011853","West Yorkshire","Wakefield 018D",7,"Passive and Uncommitted Users"
"E01011854","West Yorkshire","Wakefield 041A",7,"Passive and Uncommitted Users"
"E01011855","West Yorkshire","Wakefield 041B",8,"Digital Seniors"
"E01011856","West Yorkshire","Wakefield 041C",7,"Passive and Uncommitted Users"
"E01011857","West Yorkshire","Wakefield 034F",5,"e-Rational Utilitarians"
"E01011858","West Yorkshire","Wakefield 041D",8,"Digital Seniors"
"E01011859","West Yorkshire","Wakefield 043A",10,"e-Withdrawn"
"E01011860","West Yorkshire","Wakefield 044A",7,"Passive and Uncommitted Users"
"E01011861","West Yorkshire","Wakefield 044B",6,"e-Mainstream"
"E01011862","West Yorkshire","Wakefield 044C",7,"Passive and Uncommitted Users"
"E01011863","West Yorkshire","Wakefield 044D",10,"e-Withdrawn"
"E01011864","West Yorkshire","Wakefield 045A",10,"e-Withdrawn"
"E01011865","West Yorkshire","Wakefield 042D",10,"e-Withdrawn"
"E01011866","West Yorkshire","Wakefield 045B",7,"Passive and Uncommitted Users"
"E01011867","West Yorkshire","Wakefield 042E",7,"Passive and Uncommitted Users"
"E01011868","West Yorkshire","Wakefield 045C",7,"Passive and Uncommitted Users"
"E01011869","West Yorkshire","Wakefield 043B",10,"e-Withdrawn"
"E01011870","West Yorkshire","Wakefield 043C",9,"Settled Offline Communities"
"E01011871","West Yorkshire","Wakefield 043D",7,"Passive and Uncommitted Users"
"E01011872","West Yorkshire","Wakefield 045D",7,"Passive and Uncommitted Users"
"E01011873","West Yorkshire","Wakefield 006A",3,"e-Veterans"
"E01011874","West Yorkshire","Wakefield 009A",8,"Digital Seniors"
"E01011875","West Yorkshire","Wakefield 007A",7,"Passive and Uncommitted Users"
"E01011876","West Yorkshire","Wakefield 007B",7,"Passive and Uncommitted Users"
"E01011877","West Yorkshire","Wakefield 006B",6,"e-Mainstream"
"E01011878","West Yorkshire","Wakefield 007C",6,"e-Mainstream"
"E01011879","West Yorkshire","Wakefield 009B",6,"e-Mainstream"
"E01011880","West Yorkshire","Wakefield 007D",5,"e-Rational Utilitarians"
"E01011881","West Yorkshire","Wakefield 008A",8,"Digital Seniors"
"E01011882","West Yorkshire","Wakefield 009C",9,"Settled Offline Communities"
"E01011883","West Yorkshire","Wakefield 009D",8,"Digital Seniors"
"E01011884","West Yorkshire","Wakefield 017A",6,"e-Mainstream"
"E01011885","West Yorkshire","Wakefield 014A",8,"Digital Seniors"
"E01011886","West Yorkshire","Wakefield 014B",8,"Digital Seniors"
"E01011887","West Yorkshire","Wakefield 008B",6,"e-Mainstream"
"E01011888","West Yorkshire","Wakefield 014C",5,"e-Rational Utilitarians"
"E01011889","West Yorkshire","Wakefield 022A",3,"e-Veterans"
"E01011890","West Yorkshire","Wakefield 014D",6,"e-Mainstream"
"E01011891","West Yorkshire","Wakefield 014E",7,"Passive and Uncommitted Users"
"E01011892","West Yorkshire","Wakefield 022B",7,"Passive and Uncommitted Users"
"E01011893","West Yorkshire","Wakefield 008C",5,"e-Rational Utilitarians"
"E01011894","West Yorkshire","Wakefield 006C",3,"e-Veterans"
"E01011895","West Yorkshire","Wakefield 006D",6,"e-Mainstream"
"E01011896","West Yorkshire","Wakefield 008D",7,"Passive and Uncommitted Users"
"E01011897","West Yorkshire","Wakefield 008E",10,"e-Withdrawn"
"E01011898","West Yorkshire","Wakefield 030A",4,"Youthful Urban Fringe"
"E01011899","West Yorkshire","Wakefield 026A",7,"Passive and Uncommitted Users"
"E01011900","West Yorkshire","Wakefield 026B",10,"e-Withdrawn"
"E01011901","West Yorkshire","Wakefield 026C",10,"e-Withdrawn"
"E01011902","West Yorkshire","Wakefield 028A",9,"Settled Offline Communities"
"E01011903","West Yorkshire","Wakefield 028B",7,"Passive and Uncommitted Users"
"E01011904","West Yorkshire","Wakefield 026D",10,"e-Withdrawn"
"E01011905","West Yorkshire","Wakefield 028C",5,"e-Rational Utilitarians"
"E01011906","West Yorkshire","Wakefield 030B",10,"e-Withdrawn"
"E01011907","West Yorkshire","Wakefield 028D",7,"Passive and Uncommitted Users"
"E01011908","West Yorkshire","Wakefield 030C",7,"Passive and Uncommitted Users"
"E01011909","West Yorkshire","Wakefield 020A",7,"Passive and Uncommitted Users"
"E01011910","West Yorkshire","Wakefield 020B",10,"e-Withdrawn"
"E01011911","West Yorkshire","Wakefield 020C",10,"e-Withdrawn"
"E01011912","West Yorkshire","Wakefield 017B",10,"e-Withdrawn"
"E01011913","West Yorkshire","Wakefield 017C",10,"e-Withdrawn"
"E01011914","West Yorkshire","Wakefield 020D",10,"e-Withdrawn"
"E01011915","West Yorkshire","Wakefield 020E",7,"Passive and Uncommitted Users"
"E01011916","West Yorkshire","Wakefield 017D",10,"e-Withdrawn"
"E01011917","West Yorkshire","Wakefield 030D",10,"e-Withdrawn"
"E01011918","West Yorkshire","Wakefield 026E",7,"Passive and Uncommitted Users"
"E01011919","West Yorkshire","Wakefield 022C",7,"Passive and Uncommitted Users"
"E01011920","West Yorkshire","Wakefield 019A",7,"Passive and Uncommitted Users"
"E01011921","West Yorkshire","Wakefield 022D",8,"Digital Seniors"
"E01011922","West Yorkshire","Wakefield 026F",10,"e-Withdrawn"
"E01011923","West Yorkshire","Wakefield 019B",3,"e-Veterans"
"E01011924","West Yorkshire","Wakefield 019C",7,"Passive and Uncommitted Users"
"E01011925","West Yorkshire","Wakefield 019D",7,"Passive and Uncommitted Users"
"E01011926","West Yorkshire","Wakefield 022E",10,"e-Withdrawn"
"E01011927","West Yorkshire","Wakefield 022F",7,"Passive and Uncommitted Users"
"E01011928","West Yorkshire","Wakefield 035A",9,"Settled Offline Communities"
"E01011929","West Yorkshire","Wakefield 036A",8,"Digital Seniors"
"E01011930","West Yorkshire","Wakefield 036B",5,"e-Rational Utilitarians"
"E01011931","West Yorkshire","Wakefield 035B",8,"Digital Seniors"
"E01011932","West Yorkshire","Wakefield 035C",5,"e-Rational Utilitarians"
"E01011933","West Yorkshire","Wakefield 036C",8,"Digital Seniors"
"E01011934","West Yorkshire","Wakefield 037A",5,"e-Rational Utilitarians"
"E01011935","West Yorkshire","Wakefield 038A",3,"e-Veterans"
"E01011936","West Yorkshire","Wakefield 037B",7,"Passive and Uncommitted Users"
"E01011937","West Yorkshire","Wakefield 036D",5,"e-Rational Utilitarians"
"E01011938","West Yorkshire","Wakefield 035D",6,"e-Mainstream"
"E01011939","West Yorkshire","Wakefield 033A",5,"e-Rational Utilitarians"
"E01011940","West Yorkshire","Wakefield 037C",7,"Passive and Uncommitted Users"
"E01011941","West Yorkshire","Wakefield 038B",8,"Digital Seniors"
"E01011942","West Yorkshire","Wakefield 038C",5,"e-Rational Utilitarians"
"E01011943","West Yorkshire","Wakefield 037D",7,"Passive and Uncommitted Users"
"E01011944","West Yorkshire","Wakefield 030E",6,"e-Mainstream"
"E01011945","West Yorkshire","Wakefield 033B",5,"e-Rational Utilitarians"
"E01011946","West Yorkshire","Wakefield 038D",5,"e-Rational Utilitarians"
"E01011947","West Yorkshire","Wakefield 033C",5,"e-Rational Utilitarians"
"E01011948","West Yorkshire","Wakefield 033D",5,"e-Rational Utilitarians"
"E01032487","West Yorkshire","Leeds 097F",7,"Passive and Uncommitted Users"
"E01032488","West Yorkshire","Leeds 097G",5,"e-Rational Utilitarians"
"E01032489","West Yorkshire","Leeds 102F",6,"e-Mainstream"
"E01032490","West Yorkshire","Leeds 102G",3,"e-Veterans"
"E01032491","West Yorkshire","Leeds 102H",3,"e-Veterans"
"E01032492","West Yorkshire","Leeds 102I",7,"Passive and Uncommitted Users"
"E01032493","West Yorkshire","Leeds 033F",6,"e-Mainstream"
"E01032494","West Yorkshire","Leeds 033G",7,"Passive and Uncommitted Users"
"E01032495","West Yorkshire","Leeds 105E",3,"e-Veterans"
"E01032496","West Yorkshire","Leeds 105F",6,"e-Mainstream"
"E01032497","West Yorkshire","Leeds 099E",7,"Passive and Uncommitted Users"
"E01032498","West Yorkshire","Leeds 099F",9,"Settled Offline Communities"
"E01032499","West Yorkshire","Leeds 067G",6,"e-Mainstream"
"E01032500","West Yorkshire","Leeds 067H",4,"Youthful Urban Fringe"
"E01032501","West Yorkshire","Leeds 017E",5,"e-Rational Utilitarians"
"E01032502","West Yorkshire","Leeds 017F",6,"e-Mainstream"
"E01032503","West Yorkshire","Leeds 007E",5,"e-Rational Utilitarians"
"E01032504","West Yorkshire","Leeds 007F",5,"e-Rational Utilitarians"
"E01032606","West Yorkshire","Leeds 067I",7,"Passive and Uncommitted Users"
"E01032607","West Yorkshire","Leeds 067J",7,"Passive and Uncommitted Users"
"E01032608","West Yorkshire","Leeds 067K",4,"Youthful Urban Fringe"
"E01032876","West Yorkshire","Leeds 109G",1,"e-Cultural Creators"
"E01032923","West Yorkshire","Calderdale 008F",7,"Passive and Uncommitted Users"
"E01032945","West Yorkshire","Leeds 044F",1,"e-Cultural Creators"
"E01032946","West Yorkshire","Leeds 110G",1,"e-Cultural Creators"
"E01033002","West Yorkshire","Leeds 055F",4,"Youthful Urban Fringe"
"E01033003","West Yorkshire","Leeds 055G",4,"Youthful Urban Fringe"
"E01033005","West Yorkshire","Leeds 055H",1,"e-Cultural Creators"
"E01033006","West Yorkshire","Leeds 063E",1,"e-Cultural Creators"
"E01033008","West Yorkshire","Leeds 111A",2,"e-Professionals"
"E01033010","West Yorkshire","Leeds 111B",1,"e-Cultural Creators"
"E01033011","West Yorkshire","Leeds 111C",2,"e-Professionals"
"E01033013","West Yorkshire","Leeds 082E",4,"Youthful Urban Fringe"
"E01033015","West Yorkshire","Leeds 111D",2,"e-Professionals"
"E01033016","West Yorkshire","Leeds 111E",2,"e-Professionals"
"E01033018","West Yorkshire","Leeds 112D",2,"e-Professionals"
"E01033019","West Yorkshire","Leeds 112E",1,"e-Cultural Creators"
"E01033021","West Yorkshire","Leeds 075E",10,"e-Withdrawn"
"E01033031","West Yorkshire","Leeds 064E",4,"Youthful Urban Fringe"
"E01033032","West Yorkshire","Leeds 082F",2,"e-Professionals"
"E01033033","West Yorkshire","Leeds 075F",1,"e-Cultural Creators"
"E01033034","West Yorkshire","Leeds 075G",2,"e-Professionals"
"E01033035","West Yorkshire","Leeds 064F",10,"e-Withdrawn"
"E01033542","West Yorkshire","Kirklees 017E",7,"Passive and Uncommitted Users"
"E01033689","West Yorkshire","Bradford 020E",4,"Youthful Urban Fringe"
"E01033690","West Yorkshire","Bradford 039G",1,"e-Cultural Creators"
"E01033691","West Yorkshire","Bradford 039H",10,"e-Withdrawn"
"E01033692","West Yorkshire","Bradford 039I",4,"Youthful Urban Fringe"
"E01033693","West Yorkshire","Bradford 039J",10,"e-Withdrawn"
"E01033694","West Yorkshire","Bradford 020F",3,"e-Veterans"
"E01033695","West Yorkshire","Bradford 049H",4,"Youthful Urban Fringe"
"E01033696","West Yorkshire","Bradford 049I",6,"e-Mainstream"
"E01033697","West Yorkshire","Bradford 049J",10,"e-Withdrawn"
